accesstime,page,username,COI,activesince
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Article:2018_Elections_in_Iraq,Brian Sutherland,5,4/29/18
5/17/18,Article:15th_Separate_Artillery_Regiment_(Ukraine),Kylie Welch,12,4/23/17
5/17/18,Main_Page,Connor Peters,3,4/28/18
5/17/18,Article:North_Africa_Conflict_Tracker,Connor Peters,3,4/28/18
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Article:Muqtada_al-Sadr,Brian Sutherland,5,4/29/18
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Article:Weekly_Iraq_Brief,Brian Sutherland,5,4/29/18
5/17/18,Main_Page,Connor Peters,3,4/28/18
5/17/18,Main_Page,Connor Peters,3,4/28/18
5/17/18,Article:HoA_SitMap,Connor Peters,3,4/28/18
5/17/18,Main_Page,Armani Herman,8,11/4/17
5/17/18,Main_Page,Armani Herman,3,11/4/17
5/17/18,Main_Page,Golda Daugherty,8,7/3/15
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Article:Key_Events_Tracking,Armani Herman,3,11/4/17
5/17/18,Main_Page,Armani Herman,3,11/4/17
5/17/18,Article:West_Africa_Conflict_Tracker,Armani Herman,3,11/4/17
5/17/18,Main_Page,Connor Peters,3,4/28/18
5/17/18,Article:Iraq_Running_Estimates,Brian Sutherland,5,4/29/18
5/17/18,Main_Page,Debra King,12,10/1/17
5/17/18,Article:Russian_Exercises_Portal,Debra King,12,10/1/17
5/17/18,Main_Page,Debra King,5,10/1/17
5/17/18,Main_Page,Debra King,8,10/1/17
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Article:West_Africa_Conflict_Tracker,Connor Peters,3,4/28/18
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Article:Economy_of_Mali,Connor Peters,3,4/28/18
5/17/18,Article:Infrastructure,Brian Sutherland,5,4/29/18
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Main_Page,Abigail Arnold,3,6/30/17
5/17/18,Article:Key_Events_Tracking,Brian Sutherland,5,4/29/18
5/17/18,Article:Armed_Groups_Portal,Abigail Arnold,3,6/30/17
5/17/18,Article:Country_Portal,Abigail Arnold,3,6/30/17
5/17/18,Article:Armed_Groups_in_Mali,Abigail Arnold,3,6/30/17
5/17/18,Article:Wildlife_Trafficking_in_Mali,Abigail Arnold,3,6/30/17
5/17/18,Article:Economy_of_Mali,Abigail Arnold,3,6/30/17
5/17/18,Main_Page,Adalyn Moyer,1,7/30/17
5/17/18,Article:Conflict_Tracker,Adalyn Moyer,1,7/30/17
5/17/18,Main_Page,Mohamed Hughes,5,7/1/17
5/17/18,Article:2018_Elections_in_Iraq,Mohamed Hughes,5,7/1/17
5/17/18,Main_Page,Robert Butler,12,8/20/17
5/17/18,Main_Page,Audria Knott,8,10/28/17
5/17/18,Main_Page,Kathryne Schubert,5,11/13/16
5/17/18,Article:2018_Elections_in_Iraq,Kathryne Schubert,5,11/13/16
5/17/18,Main_Page,Floria Shuler,4,2/5/15
5/17/18,Article:Yemen_Data_Portal,Floria Shuler,4,2/5/15
5/17/18,Main_Page,Floria Shuler,4,2/5/15
5/17/18,Article:Areas_of_Influence_and_Control_in_Yemen,Floria Shuler,4,2/5/15
5/17/18,Main_Page,Sarah Ball,9,2/8/18
5/17/18,Article:Areas_of_Influence_and_Control_in_Yemen,Floria Shuler,4,2/5/15
5/17/18,Main_Page,Floria Shuler,4,2/5/15
5/17/18,Article:Conflict_Tracker_Bahrain,Floria Shuler,4,2/5/15
5/17/18,Main_Page,Floria Shuler,4,2/5/15
5/17/18,Main_Page,Floria Shuler,8,2/5/15
5/17/18,Article:Non-State_Armed_Groups_Portal,Floria Shuler,8,2/5/15
5/17/18,Article:Al-Qaeda_in_the_Islamic_Maghreb_(AQIM),Floria Shuler,8,2/5/15
5/17/18,Article:ISIS_Portal,Floria Shuler,8,2/5/15
5/17/18,Article:Non-State_Armed_Groups_in_Afghanistan,Floria Shuler,8,2/5/15
5/17/18,Main_Page,Floria Shuler,8,2/5/15
5/17/18,Main_Page,Floria Shuler,3,2/5/15
5/17/18,Article:Armed_Groups_Portal,Floria Shuler,3,2/5/15
5/17/18,Article:Violent_Extremist_Organization_Activity_in_Libya,Floria Shuler,3,2/5/15
5/17/18,Article:Armed_Groups_Portal,Floria Shuler,3,2/5/15
5/17/18,Article:Armed_Groups_Portal,Floria Shuler,3,2/5/15
5/17/18,Main_Page,Floria Shuler,3,2/5/15
5/17/18,Article:HoA_SitMap,Floria Shuler,3,2/5/15
5/17/18,Main_Page,Floria Shuler,3,2/5/15
5/17/18,Main_Page,Floria Shuler,11,2/5/15
5/17/18,Article:2018_Elections_in_Iraq,Kathryne Schubert,5,11/13/16
5/17/18,Article:Council_of_Representatives_of_Iraq_(Iraqi_Parliament),Kathryne Schubert,5,11/13/16
5/17/18,Article:2018_Elections_in_Iraq,Kathryne Schubert,5,11/13/16
5/17/18,Main_Page,Kathryne Schubert,5,11/13/16
5/17/18,Main_Page,Kathryne Schubert,5,11/13/16
5/17/18,Main_Page,Mary Morgan,12,4/29/18
5/17/18,Main_Page,Mary Morgan,12,4/29/18
5/17/18,Main_Page,Mary Morgan,12,4/29/18
5/17/18,Main_Page,Mary Morgan,12,4/29/18
5/17/18,Main_Page,Mary Morgan,12,4/29/18
5/17/18,Article:Russian_Army,Kylie Welch,12,4/23/17
5/17/18,Main_Page,Kylie Welch,12,4/23/17
5/17/18,Main_Page,Mary Morgan,12,4/29/18
5/17/18,Main_Page,Mary Morgan,12,4/29/18
5/17/18,Main_Page,Abigail Arnold,3,6/30/17
5/17/18,Article:Key_Events_Tracking,Kathryne Schubert,5,11/13/16
5/17/18,Article:Country_Portal,Abigail Arnold,3,6/30/17
5/17/18,Article:Ukraine,Kylie Welch,12,4/23/17
5/17/18,Article:Key_Events_Tracking,Kathryne Schubert,5,11/13/16
5/17/18,Main_Page,Kathryne Schubert,5,11/13/16
5/17/18,Article:Map_Portal,Kylie Welch,12,4/23/17
5/17/18,Article:Country_Portal,Abigail Arnold,3,6/30/17
5/17/18,Article:Country_Portal,Abigail Arnold,3,6/30/17
5/17/18,Article:Iraq_Running_Estimates,Kathryne Schubert,5,11/13/16
5/17/18,Main_Page,Abigail Arnold,3,6/30/17
5/17/18,Article:Iraq_Running_Estimates,Kathryne Schubert,5,11/13/16
5/17/18,Article:Iraq_Running_Estimates,Kathryne Schubert,5,11/13/16
5/17/18,Article:Minsk_II,Kylie Welch,12,4/23/17
5/17/18,Article:West_Africa_Conflict_Tracker,Abigail Arnold,3,6/30/17
5/17/18,Article:Role_of_UAVs_in_the_Ukraine_Crisis,Kylie Welch,12,4/23/17
5/17/18,Article:National_Army_of_Colombia,Geovanni Robertson,8,10/10/16
5/17/18,Main_Page,Sarah Ball,9,2/8/18
5/17/18,Main_Page,Abigail Arnold,3,6/30/17
5/17/18,Article:National_Army_of_Colombia,Geovanni Robertson,8,10/10/16
5/17/18,Main_Page,Geovanni Robertson,3,10/10/16
5/17/18,Main_Page,Abigail Arnold,3,6/30/17
5/17/18,Main_Page,Kylie Welch,12,4/23/17
5/17/18,Article:Russian_Exercises_Portal,Kylie Welch,12,4/23/17
5/17/18,Article:2018_Elections_in_Mali,Abigail Arnold,3,6/30/17
5/17/18,Main_Page,Kylie Welch,5,4/23/17
5/17/18,Article:Firqat_Al-Abbas_Al-Qitaliya,Kylie Welch,5,4/23/17
5/17/18,Main_Page,Lin Whyte,1,5/19/16
5/17/18,Article:2018_Parliamentary_Elections_in_Afghanistan,Lin Whyte,1,5/19/16
5/17/18,Main_Page,Lin Whyte,1,5/19/16
5/17/18,Main_Page,Geovanni Robertson,8,10/10/16
5/17/18,Main_Page,Lin Whyte,1,5/19/16
5/17/18,Main_Page,Frankie Krueger,5,5/29/17
5/17/18,Article:Al_Shabaab_and_ISIS,Geovanni Robertson,3,10/10/16
5/17/18,Article:May_2015_Fall_of_Ramadi,Kylie Welch,5,4/23/17
5/17/18,Article:Somalia_Infrastructure,Geovanni Robertson,3,10/10/16
5/17/18,Main_Page,Geovanni Robertson,3,10/10/16
5/17/18,Article:Al_Shabaab_and_ISIS,Geovanni Robertson,3,10/10/16
5/17/18,Main_Page,Maria Ogden,4,2/9/18
5/17/18,Article:IEDs_in_the_Arabian_Peninsula,Maria Ogden,4,2/9/18
5/17/18,Main_Page,Mary Morgan,12,4/29/18
5/17/18,Main_Page,Maria Ogden,4,2/9/18
5/17/18,Article:Houthi_Leadership,Maria Ogden,8,2/9/18
5/17/18,Article:Country_Portal,Trevor Dowd,3,11/9/17
5/17/18,Article:Foreign_Direct_Investments_in_Burundi,Trevor Dowd,3,11/9/17
5/17/18,Main_Page,Jordan Ross,1,4/22/18
5/17/18,Article:Mineral_Resources_in_Afghanistan,Jordan Ross,1,4/22/18
5/17/18,Main_Page,Alan Gibson,3,2/25/18
5/17/18,Article:HoA_SitMap,Alan Gibson,3,2/25/18
5/17/18,Article:Libyan_National_Army,Alan Gibson,3,2/25/18
5/17/18,Article:2018_Elections_in_Mali,Alan Gibson,3,2/25/18
5/17/18,Main_Page,Maria Ogden,8,2/9/18
5/17/18,Article:Exercises,Maria Ogden,8,2/9/18
5/17/18,Main_Page,Maria Ogden,8,2/9/18
5/17/18,Article:Country_Portal,Trevor Dowd,3,11/9/17
5/17/18,Article:Armed_Groups_in_Mali,Alan Gibson,3,2/25/18
5/17/18,Article:Fulani,Alan Gibson,3,2/25/18
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Article:Infrastructure,Brian Sutherland,5,4/29/18
5/17/18,Main_Page,Brian Sutherland,5,4/29/18
5/17/18,Article:Weekly_Iraq_Brief,Brian Sutherland,5,4/29/18
5/17/18,Main_Page,Simone Jensen,5,7/29/16
5/17/18,Main_Page,Alan Gibson,7,2/25/18
5/17/18,Article:Kurdish-Iraqi_Central_Government_Oil_Dispute,Simone Jensen,5,7/29/16
5/17/18,Article:Kurdistan_Regional_Government,Simone Jensen,5,7/29/16
5/17/18,Article:Kurdistan,Simone Jensen,5,7/29/16
5/17/18,Main_Page,Kathryne Schubert,5,11/13/16
5/17/18,Article:Muqtada_al-Sadr,Kathryne Schubert,5,11/13/16
5/17/18,Main_Page,Cesar Chen,9,4/10/17
5/17/18,Article:Economy_of_Zimbabwe,Caryl Mackey,3,5/21/17
5/17/18,Main_Page,Sabrina Briggs,7,4/21/18
5/17/18,Article:PiX_Levant_Teleconferences,Sabrina Briggs,7,4/21/18
5/17/18,Main_Page,Simone Jensen,5,7/29/16
5/17/18,Main_Page,Alexandra Murray,4,3/28/16
5/17/18,Main_Page,Tilda Mchenry,4,7/11/16
5/17/18,Article:Tribes_in_Yemen,Tilda Mchenry,4,7/11/16
5/17/18,Main_Page,Simone Jensen,5,7/29/16
5/17/18,Main_Page,Trevor Peters,1,9/22/17
5/17/18,Article:Oil_and_Natural_Gas_in_Iraq,Simone Jensen,5,7/29/16
5/17/18,Article:Lebanon_Monthly_Brief,Sabrina Briggs,7,4/21/18
5/17/18,Article:Population_of_Saudi_Arabia,Alexandra Murray,4,3/28/16
5/17/18,"Article:Society,_Culture,_and_Population_of_Saudi_Arabia",Alexandra Murray,4,3/28/16
5/17/18,Article:Economy_of_Somalia,Caryl Mackey,3,5/21/17
5/17/18,Main_Page,Robert Butler,12,8/20/17
5/17/18,Article:Social_Customs_in_Jordan,Alan Gibson,7,2/25/18
5/17/18,Main_Page,Robert Butler,3,8/20/17
5/17/18,Main_Page,Robert Butler,1,8/20/17
5/17/18,Main_Page,Robert Butler,5,8/20/17
5/17/18,Main_Page,Robert Butler,11,8/20/17
5/17/18,Main_Page,Robert Butler,8,8/20/17
5/17/18,Article:2018_Elections_in_Mali,Robert Butler,3,8/20/17
5/17/18,Article:2018_Parliamentary_Elections_in_Afghanistan,Robert Butler,1,8/20/17
5/17/18,Article:Economy_of_Mali,Caryl Mackey,3,5/21/17
5/17/18,Main_Page,Bradford Huff,1,5/18/17
5/17/18,Main_Page,Bradford Huff,1,5/18/17
5/17/18,Main_Page,Abigail Arnold,3,6/30/17
5/17/18,Main_Page,Bradford Huff,8,5/18/17
5/17/18,Article:Ebola_Virus_in_Africa,Bradford Huff,8,5/18/17
5/17/18,Main_Page,Abigail Arnold,3,6/30/17
5/17/18,Article:NGA_West_Africa_Portal,Abigail Arnold,3,6/30/17
5/17/18,Main_Page,Justin Edmunds,3,12/1/17
5/17/18,Article:East_Africa_Conflict_Tracker,Justin Edmunds,3,12/1/17
5/17/18,Main_Page,Justin Edmunds,3,12/1/17
5/17/18,Main_Page,Justin Edmunds,8,12/1/17
5/17/18,Article:Exercises,Justin Edmunds,8,12/1/17
5/17/18,Main_Page,Justin Edmunds,8,12/1/17
5/17/18,Article:Economy_of_South_Sudan,Caryl Mackey,3,5/21/17
5/17/18,Main_Page,Aryana Suarez,1,12/30/16
5/17/18,Main_Page,Felicity Ellison,4,4/28/18
5/17/18,Main_Page,Felicity Ellison,4,4/28/18
5/17/18,Main_Page,Felicity Ellison,8,4/28/18
5/17/18,Article:Exercises,Felicity Ellison,8,4/28/18
5/17/18,Article:USIP_ITX_2017,Felicity Ellison,8,4/28/18
5/17/18,Main_Page,Floria Shuler,9,2/5/15
5/17/18,Article:Exercises,Bruce Shepherd,8,5/8/17
5/17/18,Main_Page,Floria Shuler,11,2/5/15
5/17/18,Article:Areas_of_Control_in_Syria,Floria Shuler,11,2/5/15
5/17/18,Article:Eager_Lion_2018,Bruce Shepherd,8,5/8/17
5/17/18,Main_Page,Floria Shuler,7,2/5/15
5/17/18,Main_Page,Floria Shuler,1,2/5/15
5/17/18,Article:Mineral_Resources_in_Afghanistan,Floria Shuler,1,2/5/15
5/17/18,Main_Page,Floria Shuler,1,2/5/15
5/17/18,Article:Islamic_State_in_Afghanistan,Floria Shuler,1,2/5/15
5/17/18,Article:TF_Southwest,Floria Shuler,1,2/5/15
5/17/18,Main_Page,Madeleine Welch,3,10/13/17
5/17/18,Main_Page,Tilda Mchenry,4,7/11/16
5/17/18,Main_Page,Stewart Alsop,12,4/20/17
5/17/18,Main_Page,Stewart Alsop,12,4/20/17
5/17/18,Main_Page,Stewart Alsop,12,4/20/17
5/17/18,Article:Bosnia_and_Herzegovina,Stewart Alsop,12,4/20/17
5/17/18,Article:Social_media_images_of_Russian_military_equipment_and_personnel_participating_in_Zapad_2017,Stewart Alsop,12,4/20/17
5/17/18,Main_Page,Stewart Alsop,7,4/20/17
5/17/18,Article:Protests_in_the_Middle_East_against_US_Jerusalem_Decision,Stewart Alsop,7,4/20/17
5/17/18,Main_Page,Arjun Hodges,9,4/20/18
5/17/18,Main_Page,Jade Ward,1,4/21/18
5/17/18,Main_Page,Oliver Pace,1,8/13/17
5/17/18,Article:Conflict_Tracker_Data_Portal,Carl Wallace,1,3/5/18
5/17/18,Main_Page,Piper Schmitt,9,4/1/16
5/17/18,Article:Conflict_Tracker_Data_Portal,Piers Kerr,1,4/29/18
5/17/18,Main_Page,Bruce Shepherd,8,5/8/17
5/17/18,Main_Page,Bruce Shepherd,8,5/8/17
5/17/18,Article:Exercises,Bruce Shepherd,8,5/8/17
5/17/18,Article:Eager_Lion_2018,Bruce Shepherd,8,5/8/17
5/17/18,Main_Page,Brian Rees,8,6/23/17
5/17/18,Main_Page,Brian Rees,8,6/23/17
5/17/18,Main_Page,Brian Rees,8,6/23/17
5/17/18,Main_Page,Bruce Shepherd,8,5/8/17
5/17/18,Main_Page,Bruce Shepherd,8,5/8/17
5/17/18,Article:Exercises,Bruce Shepherd,8,5/8/17
5/17/18,Article:KEEN_EDGE_2016,Bruce Shepherd,8,5/8/17
5/17/18,Article:Exercises,Bruce Shepherd,8,5/8/17
5/17/18,Article:Ulchi_Freedom_Guardian_2016,Bruce Shepherd,8,5/8/17
5/17/18,Article:Exercises,Bruce Shepherd,8,5/8/17
5/17/18,Article:Eager_Lion_2018,Bruce Shepherd,8,5/8/17
5/17/18,Main_Page,Gabrielle Peake,8,4/29/18
5/17/18,Article:How_to_Use_PiX_Multinational,Gabrielle Peake,8,4/29/18
5/17/18,Main_Page,Gabrielle Peake,8,4/29/18
5/17/18,Main_Page,Marcelo Barry,9,10/15/17
5/17/18,Article:Indonesian_Government,Marcelo Barry,9,10/15/17
5/17/18,Main_Page,Alberto Watts,5,3/5/18
5/17/18,Article:2018_Elections_in_Iraq,Alberto Watts,5,3/5/18
5/17/18,Article:Mission_Planning_for_Iraq_F16_Program,Jami Croteau,6,8/21/16
5/17/18,Main_Page,Robert Butler,1,8/20/17
5/17/18,Main_Page,Robert Butler,3,8/20/17
5/18/18,Article:Qayara_Airfield,Jackie Adams,5,4/3/18
5/18/18,Main_Page,Lainey Cervantes,3,11/26/17
5/18/18,Article:Arbil,Clarissa Pride,5,2/19/18
5/18/18,Main_Page,Alan Lee,8,2/16/18
5/18/18,Main_Page,Alan Lee,8,2/16/18
5/18/18,Main_Page,Moses Gaines,1,4/28/17
5/18/18,Main_Page,Dylan Short,1,12/23/17
5/18/18,Main_Page,Joselyn Travis,2,8/25/17
5/18/18,Main_Page,Joselyn Travis,1,8/25/17
5/18/18,Article:Conflict_Tracker,Joselyn Travis,1,8/25/17
5/18/18,Main_Page,Kristin Lutz,5,11/9/17
5/18/18,Article:2018_Elections_in_Iraq,Kristin Lutz,5,11/9/17
5/18/18,Article:2018_Elections_in_Iraq,Kristin Lutz,5,11/9/17
5/18/18,Article:2018_Elections_in_Iraq,Kristin Lutz,5,11/9/17
5/18/18,Main_Page,Maximilian Mendez,7,11/15/16
5/18/18,Article:Iran_and_Iraq,Kristin Lutz,5,11/9/17
5/18/18,Main_Page,Lynda Erickson,5,4/3/18
5/18/18,Article:Protests_in_the_Middle_East_against_US_Jerusalem_Decision,Maximilian Mendez,7,11/15/16
5/18/18,Article:Muqtada_al-Sadr,Lynda Erickson,5,4/3/18
5/18/18,Article:2018_Elections_in_Iraq,Kristin Lutz,5,11/9/17
5/18/18,Main_Page,Maximilian Mendez,7,11/15/16
5/18/18,Article:Protests_in_the_Middle_East_against_US_Jerusalem_Decision,Maximilian Mendez,7,11/15/16
5/18/18,Main_Page,Maximilian Mendez,7,11/15/16
5/18/18,Main_Page,Maximilian Mendez,4,11/15/16
5/18/18,Article:Kuwait,Maximilian Mendez,4,11/15/16
5/18/18,Article:Infrastructure_in_Kuwait,Maximilian Mendez,4,11/15/16
5/18/18,Article:2018_Elections_in_Iraq,Kristin Lutz,5,11/9/17
5/18/18,Article:North_Africa_Conflict_Tracker,Maliyah Powers,3,4/21/18
5/18/18,Main_Page,Maliyah Powers,3,4/21/18
5/18/18,Article:Water_and_Waste_Infrastructure_in_Kuwait,Maximilian Mendez,4,11/15/16
5/18/18,Article:Map_Portal,Maliyah Powers,3,4/21/18
5/18/18,Article:Armed_Groups_in_Tunisia,Maliyah Powers,3,4/21/18
5/18/18,Main_Page,Kristin Lutz,5,11/9/17
5/18/18,Article:Shi'a_Militias_Portal,Kristin Lutz,5,11/9/17
5/18/18,Main_Page,Colin Gill,5,4/30/18
5/18/18,Article:Shi'a_Militias_Portal,Kristin Lutz,5,11/9/17
5/18/18,Main_Page,Colin Gill,5,4/30/18
5/18/18,Main_Page,Isabelle Morton,5,7/6/17
5/18/18,Article:Weekly_Iraq_Brief,Isabelle Morton,5,7/6/17
5/18/18,Main_Page,Colin Gill,5,4/30/18
5/18/18,Main_Page,Jenny Spears,3,4/22/18
5/18/18,Article:Iraq_Running_Estimates,Colin Gill,5,4/30/18
5/18/18,Main_Page,Laurence Jones,8,10/16/17
5/18/18,Main_Page,Colin Gill,5,4/30/18
5/18/18,Article:2018_Elections_in_Iraq,Colin Gill,5,4/30/18
5/18/18,Article:Non-State_Armed_Groups_Portal,Laurence Jones,8,10/16/17
5/18/18,Main_Page,Laurence Jones,5,10/16/17
5/18/18,Main_Page,Laurence Jones,1,10/16/17
5/18/18,Article:Islamic_State_in_Afghanistan,Laurence Jones,1,10/16/17
5/18/18,Article:Qayara_Airfield,Jackie Adams,5,4/3/18
5/18/18,Article:Weekly_Iraq_Brief,Isabelle Morton,5,7/6/17
5/18/18,Main_Page,Isabelle Morton,5,7/6/17
5/18/18,Main_Page,Boris Buckland,5,4/29/18
5/18/18,Main_Page,Isabelle Morton,5,7/6/17
5/18/18,Article:2018_Elections_in_Iraq,Boris Buckland,5,4/29/18
5/18/18,Article:Shi'a_Militias_Portal,Isabelle Morton,5,7/6/17
5/18/18,Main_Page,Laurence Jones,5,10/16/17
5/18/18,Article:ISIS_Drones,Laurence Jones,5,10/16/17
5/18/18,Main_Page,Boris Buckland,5,4/29/18
5/18/18,Article:Weekly_Iraq_Brief,Boris Buckland,5,4/29/18
5/18/18,Main_Page,Aleah Gamble,12,4/23/18
5/18/18,Article:Russian_Exercises_Portal,Aleah Gamble,12,4/23/18
5/18/18,Article:Council_of_Representatives_of_Iraq_(Iraqi_Parliament),Colin Gill,5,4/30/18
5/18/18,Article:Dahuk,Clarissa Pride,5,2/19/18
5/18/18,Main_Page,Boris Buckland,5,4/29/18
5/18/18,Article:Weekly_Iraq_Brief,Boris Buckland,5,4/29/18
5/18/18,Article:HoA_SitMap,Lainey Cervantes,3,11/26/17
5/18/18,Main_Page,Colin Gill,5,4/30/18
5/18/18,Main_Page,Lainey Cervantes,3,11/26/17
5/18/18,Article:HoA_SitMap,Lainey Cervantes,3,11/26/17
5/18/18,Article:Iraq_Running_Estimates,Colin Gill,5,4/30/18
5/18/18,Article:Ninawa,Colin Gill,5,4/30/18
5/18/18,Main_Page,Julio Wall,1,3/3/18
5/18/18,Main_Page,Julio Wall,1,3/3/18
5/18/18,Main_Page,Kristin Lutz,5,11/9/17
5/18/18,Article:Muqtada_al-Sadr,Kristin Lutz,5,11/9/17
5/18/18,Main_Page,Kristin Lutz,5,11/9/17
5/18/18,Main_Page,Kristin Lutz,5,11/9/17
5/18/18,Article:Muqtada_al-Sadr,Kristin Lutz,5,11/9/17
5/18/18,Main_Page,Julio Wall,1,3/3/18
5/18/18,Main_Page,Mohammad Collier,3,1/20/18
5/18/18,Article:Farhad_al-Atrushi,Clarissa Pride,5,2/19/18
5/18/18,Article:Arbil,Clarissa Pride,5,2/19/18
5/18/18,Article:Arbil_City,Clarissa Pride,5,2/19/18
5/18/18,Article:Arbil,Clarissa Pride,5,2/19/18
5/18/18,Article:Arbil_City,Clarissa Pride,5,2/19/18
5/18/18,Article:Kurdistan,Clarissa Pride,5,2/19/18
5/18/18,Main_Page,Robert Rampling,1,11/16/17
5/18/18,Article:Dahuk,Clarissa Pride,5,2/19/18
5/18/18,Main_Page,Robert Rampling,1,11/16/17
5/18/18,Article:Arbil,Clarissa Pride,5,2/19/18
5/18/18,Main_Page,Robert Rampling,1,11/16/17
5/18/18,Main_Page,Irene Kelly,7,1/12/18
5/18/18,"Article:Bekaa_Governorate,_Lebanon",Irene Kelly,7,1/12/18
5/18/18,Article:Bekaa_Valley,Irene Kelly,7,1/12/18
5/18/18,Article:Bekaa_Valley,Irene Kelly,7,1/12/18
5/18/18,Main_Page,Marianna Ray,12,11/26/17
5/18/18,Article:Al-Sulaymaniyah,Clarissa Pride,5,2/19/18
5/18/18,Main_Page,Vanessa Bower,1,2/16/17
5/18/18,Main_Page,Piers Kerr,5,4/29/18
5/18/18,Article:Conflict_Tracker,Piers Kerr,5,4/29/18
5/18/18,Article:Conflict_Tracker_Data_Portal,Piers Kerr,5,4/29/18
5/18/18,Main_Page,James Poole,12,1/16/17
5/18/18,Article:Russian_Air_Defense,James Poole,12,1/16/17
5/18/18,Main_Page,Moses Gaines,1,4/28/17
5/18/18,Main_Page,Solomon Ewing,1,11/2/17
5/18/18,Article:Conflict_Tracker,Moses Gaines,1,4/28/17
5/18/18,Article:TAAC_West,Solomon Ewing,1,11/2/17
5/18/18,Article:Farah_Province,Solomon Ewing,1,11/2/17
5/18/18,Main_Page,Rebecca Jones,5,4/30/18
5/18/18,Article:Matiullah_Khan,Solomon Ewing,1,11/2/17
5/18/18,Article:United_Nations_Relief_and_Works_Agency,Lilah Proctor,7,1/23/16
5/18/18,Main_Page,Lilah Proctor,11,1/23/16
5/18/18,Article:Social_Media_in_Lebanon,Irene Kelly,7,1/12/18
5/18/18,Article:Information_and_Media_in_Lebanon,Irene Kelly,7,1/12/18
5/18/18,Article:Sulaymaniyah_City,Clarissa Pride,5,2/19/18
5/18/18,Article:Al-Sulaymaniyah,Clarissa Pride,5,2/19/18
5/18/18,Article:Russian_Air_Defense,James Poole,12,1/16/17
5/18/18,Article:Sulaymaniyah_Governance,Clarissa Pride,5,2/19/18
5/18/18,Main_Page,Kathryne Schubert,8,11/13/16
5/18/18,Main_Page,Kathryne Schubert,8,11/13/16
5/18/18,Main_Page,Myla Mcguire,1,8/20/16
5/18/18,Article:Ethnic_and_Tribal_Groups_in_Afghanistan,Myla Mcguire,1,8/20/16
5/18/18,Article:Ethnic_and_Tribal_Groups_in_Afghanistan,Myla Mcguire,1,8/20/16
5/18/18,Article:Ethnic_and_Tribal_Groups_in_Afghanistan,Myla Mcguire,1,8/20/16
5/18/18,Article:Map_Portal,Myla Mcguire,1,8/20/16
5/18/18,Article:Areas_of_Control_Map,Myla Mcguire,1,8/20/16
5/18/18,Article:Conflict_Tracker_ISIS,Myla Mcguire,1,8/20/16
5/18/18,Article:Military_and_Security_in_Afghanistan,Myla Mcguire,1,8/20/16
5/18/18,Article:Conflict_Tracker,Myla Mcguire,1,8/20/16
5/18/18,Article:Military_and_Security_in_Afghanistan,Myla Mcguire,1,8/20/16
5/18/18,Article:Civilian_Casualty_Events_in_Afghanistan,Myla Mcguire,1,8/20/16
5/18/18,Article:Ethnic_and_Tribal_Groups_in_Afghanistan,Myla Mcguire,1,8/20/16
5/18/18,Article:Elections,Myla Mcguire,1,8/20/16
5/18/18,Article:2014_Provincial_Council_Elections,Myla Mcguire,1,8/20/16
5/18/18,Article:2018_Parliamentary_Elections_in_Afghanistan,Myla Mcguire,1,8/20/16
5/18/18,Main_Page,Claudia Dorsey,4,3/2/18
5/18/18,Article:Areas_of_Influence_and_Control_in_Yemen,Claudia Dorsey,4,3/2/18
5/18/18,Article:Wolesi_Jirga,Myla Mcguire,1,8/20/16
5/18/18,Article:Areas_of_Influence_and_Control_in_Yemen,Claudia Dorsey,4,3/2/18
5/18/18,Main_Page,Claudia Dorsey,4,3/2/18
5/18/18,Article:Conflict_Tracker_Bahrain,Claudia Dorsey,4,3/2/18
5/18/18,Main_Page,Claudia Dorsey,4,3/2/18
5/18/18,Main_Page,Claudia Dorsey,1,3/2/18
5/18/18,Main_Page,Brian Sutherland,5,4/29/18
5/18/18,Article:2018_Elections_in_Iraq,Brian Sutherland,5,4/29/18
5/18/18,Article:2014_Provincial_Council_Elections,Myla Mcguire,1,8/20/16
5/18/18,Article:Taliban_Governance,Myla Mcguire,1,8/20/16
5/18/18,Main_Page,Sean Ross,5,4/29/18
5/18/18,Article:Country_Portal,Trevor Dowd,3,11/9/17
5/18/18,Main_Page,Mindy Wood,1,11/19/17
5/18/18,Article:2010_Parliamentary_Elections,Myla Mcguire,1,8/20/16
5/18/18,Article:2010_Parliamentary_Elections,Myla Mcguire,1,8/20/16
5/18/18,Article:ISIS_Foreign_Fighters,Sean Ross,5,4/29/18
5/18/18,Main_Page,Nathan Underwood,8,4/29/18
5/18/18,Main_Page,Nathan Underwood,8,4/29/18
5/18/18,Article:Tribes_and_ISIS,Sean Ross,5,4/29/18
5/18/18,Article:Country_Portal,Trevor Dowd,3,11/9/17
5/18/18,Article:Ethnic_and_Tribal_Groups_in_Afghanistan,Miya Li,1,1/7/18
5/18/18,Main_Page,Zion Crawford,3,3/15/18
